,0,1,2,3,4,cluster
985,ko00001,09150 Organismal Systems,09156 Nervous system,04728 Dopaminergic synapse [PATH:ko04728],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
986,ko00001,09150 Organismal Systems,09156 Nervous system,04722 Neurotrophin signaling pathway [PATH:ko04722],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
987,ko00001,09150 Organismal Systems,09158 Development and regeneration,04360 Axon guidance [PATH:ko04360],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
988,ko00001,09150 Organismal Systems,09159 Environmental adaptation,04711 Circadian rhythm - fly [PATH:ko04711],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
989,ko00001,09160 Human Diseases,09161 Cancer: overview,05200 Pathways in cancer [PATH:ko05200],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
990,ko00001,09160 Human Diseases,09162 Cancer: specific types,05210 Colorectal cancer [PATH:ko05210],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
991,ko00001,09160 Human Diseases,09162 Cancer: specific types,05225 Hepatocellular carcinoma [PATH:ko05225],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
992,ko00001,09160 Human Diseases,09162 Cancer: specific types,05226 Gastric cancer [PATH:ko05226],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
993,ko00001,09160 Human Diseases,09162 Cancer: specific types,05217 Basal cell carcinoma [PATH:ko05217],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
994,ko00001,09160 Human Diseases,09162 Cancer: specific types,05215 Prostate cancer [PATH:ko05215],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
995,ko00001,09160 Human Diseases,09162 Cancer: specific types,05213 Endometrial cancer [PATH:ko05213],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
996,ko00001,09160 Human Diseases,09162 Cancer: specific types,05224 Breast cancer [PATH:ko05224],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
997,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05160 Hepatitis C [PATH:ko05160],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
998,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05162 Measles [PATH:ko05162],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
999,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05163 Human cytomegalovirus infection [PATH:ko05163],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1000,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05167 Kaposi sarcoma-associated herpesvirus infection [PATH:ko05167],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1001,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05165 Human papillomavirus infection [PATH:ko05165],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1002,ko00001,09160 Human Diseases,09171 Infectious disease: bacterial,05131 Shigellosis [PATH:ko05131],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1003,ko00001,09160 Human Diseases,09171 Infectious disease: bacterial,05135 Yersinia infection [PATH:ko05135],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1004,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1005,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1006,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1007,ko00001,09160 Human Diseases,09166 Cardiovascular disease,05417 Lipid and atherosclerosis [PATH:ko05417],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1008,ko00001,09160 Human Diseases,09166 Cardiovascular disease,05415 Diabetic cardiomyopathy [PATH:ko05415],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1009,ko00001,09160 Human Diseases,09167 Endocrine and metabolic disease,04936 Alcoholic liver disease [PATH:ko04936],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1010,ko00001,09160 Human Diseases,09167 Endocrine and metabolic disease,04932 Non-alcoholic fatty liver disease [PATH:ko04932],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1011,ko00001,09160 Human Diseases,09167 Endocrine and metabolic disease,04931 Insulin resistance [PATH:ko04931],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1012,ko00001,09160 Human Diseases,09167 Endocrine and metabolic disease,04934 Cushing syndrome [PATH:ko04934],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1013,ko00001,09160 Human Diseases,09176 Drug resistance: antineoplastic,01521 EGFR tyrosine kinase inhibitor resistance [PATH:ko01521],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1014,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ko01001],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1015,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K03083  GSK3B; glycogen synthase kinase 3 beta [EC:2.7.11.26],Cluster_2
1016,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04141 Protein processing in endoplasmic reticulum [PATH:ko04141],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1017,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ko04120],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1018,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04310 Wnt signaling pathway [PATH:ko04310],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1019,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04341 Hedgehog signaling pathway - fly [PATH:ko04341],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1020,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04350 TGF-beta signaling pathway [PATH:ko04350],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1021,ko00001,09140 Cellular Processes,09143 Cell growth and death,04110 Cell cycle [PATH:ko04110],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1022,ko00001,09140 Cellular Processes,09143 Cell growth and death,04111 Cell cycle - yeast [PATH:ko04111],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1023,ko00001,09140 Cellular Processes,09143 Cell growth and death,04114 Oocyte meiosis [PATH:ko04114],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1024,ko00001,09150 Organismal Systems,09159 Environmental adaptation,04710 Circadian rhythm [PATH:ko04710],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1025,ko00001,09160 Human Diseases,09161 Cancer: overview,05200 Pathways in cancer [PATH:ko05200],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1026,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05170 Human immunodeficiency virus 1 infection [PATH:ko05170],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1027,ko00001,09160 Human Diseases,09171 Infectious disease: bacterial,05132 Salmonella infection [PATH:ko05132],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1028,ko00001,09160 Human Diseases,09171 Infectious disease: bacterial,05131 Shigellosis [PATH:ko05131],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1029,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,04131 Membrane trafficking [BR:ko04131],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1030,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,04121 Ubiquitin system [BR:ko04121],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1031,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],"K03094  SKP1, CBF3D; S-phase kinase-associated protein 1",Cluster_2
1032,ko00001,09120 Genetic Information Processing,09122 Translation,03008 Ribosome biogenesis in eukaryotes [PATH:ko03008],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1033,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04310 Wnt signaling pathway [PATH:ko04310],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1034,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04064 NF-kappa B signaling pathway [PATH:ko04064],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1035,ko00001,09140 Cellular Processes,09141 Transport and catabolism,04137 Mitophagy - animal [PATH:ko04137],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1036,ko00001,09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ko04139],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1037,ko00001,09140 Cellular Processes,09144 Cellular community - eukaryotes,04520 Adherens junction [PATH:ko04520],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1038,ko00001,09150 Organismal Systems,09159 Environmental adaptation,04712 Circadian rhythm - plant [PATH:ko04712],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1039,ko00001,09160 Human Diseases,09161 Cancer: overview,05235 PD-L1 expression and PD-1 checkpoint pathway in cancer [PATH:ko05235],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1040,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05162 Measles [PATH:ko05162],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1041,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1042,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1043,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1044,ko00001,09180 Brite Hierarchies,09181 Protein families: metabolism,01001 Protein kinases [BR:ko01001],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1045,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K03097  CSNK2A; casein kinase II subunit alpha [EC:2.7.11.1],Cluster_2
1046,ko00001,09120 Genetic Information Processing,09122 Translation,03008 Ribosome biogenesis in eukaryotes [PATH:ko03008],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1047,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04310 Wnt signaling pathway [PATH:ko04310],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1048,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04064 NF-kappa B signaling pathway [PATH:ko04064],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1049,ko00001,09140 Cellular Processes,09141 Transport and catabolism,04137 Mitophagy - animal [PATH:ko04137],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1050,ko00001,09140 Cellular Processes,09141 Transport and catabolism,04139 Mitophagy - yeast [PATH:ko04139],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1051,ko00001,09140 Cellular Processes,09144 Cellular community - eukaryotes,04520 Adherens junction [PATH:ko04520],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1052,ko00001,09150 Organismal Systems,09159 Environmental adaptation,04712 Circadian rhythm - plant [PATH:ko04712],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1053,ko00001,09160 Human Diseases,09161 Cancer: overview,05235 PD-L1 expression and PD-1 checkpoint pathway in cancer [PATH:ko05235],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1054,ko00001,09160 Human Diseases,09172 Infectious disease: viral,05162 Measles [PATH:ko05162],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1055,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05010 Alzheimer disease [PATH:ko05010],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1056,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05020 Prion disease [PATH:ko05020],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1057,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1058,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03009 Ribosome biogenesis [BR:ko03009],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1059,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K03115  CSNK2B; casein kinase II subunit beta,Cluster_2
1060,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03021 Transcription machinery [BR:ko03021],K03145  TFIIS; transcription elongation factor S-II,Cluster_2
1061,ko00001,09160 Human Diseases,09176 Drug resistance: antineoplastic,01524 Platinum drug resistance [PATH:ko01524],K03164  TOP2; DNA topoisomerase II [EC:5.6.2.2],Cluster_2
1062,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K03164  TOP2; DNA topoisomerase II [EC:5.6.2.2],Cluster_2
1063,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03036 Chromosome and associated proteins [BR:ko03036],K03164  TOP2; DNA topoisomerase II [EC:5.6.2.2],Cluster_2
1064,ko00001,09120 Genetic Information Processing,09124 Replication and repair,03440 Homologous recombination [PATH:ko03440],K03165  TOP3; DNA topoisomerase III [EC:5.6.2.1],Cluster_2
1065,ko00001,09120 Genetic Information Processing,09124 Replication and repair,03460 Fanconi anemia pathway [PATH:ko03460],K03165  TOP3; DNA topoisomerase III [EC:5.6.2.1],Cluster_2
1066,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03032 DNA replication proteins [BR:ko03032],K03165  TOP3; DNA topoisomerase III [EC:5.6.2.1],Cluster_2
1067,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03400 DNA repair and recombination proteins [BR:ko03400],K03165  TOP3; DNA topoisomerase III [EC:5.6.2.1],Cluster_2
1068,ko00001,09120 Genetic Information Processing,"09123 Folding, sorting and degradation",04120 Ubiquitin mediated proteolysis [PATH:ko04120],"K03178  UBE1, UBA1; ubiquitin-activating enzyme E1 [EC:6.2.1.45]",Cluster_2
1069,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05012 Parkinson disease [PATH:ko05012],"K03178  UBE1, UBA1; ubiquitin-activating enzyme E1 [EC:6.2.1.45]",Cluster_2
1070,ko00001,09160 Human Diseases,09164 Neurodegenerative disease,05022 Pathways of neurodegeneration - multiple diseases [PATH:ko05022],"K03178  UBE1, UBA1; ubiquitin-activating enzyme E1 [EC:6.2.1.45]",Cluster_2
1071,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,04121 Ubiquitin system [BR:ko04121],"K03178  UBE1, UBA1; ubiquitin-activating enzyme E1 [EC:6.2.1.45]",Cluster_2
1072,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],"K03178  UBE1, UBA1; ubiquitin-activating enzyme E1 [EC:6.2.1.45]",Cluster_2
1073,ko00001,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],K03181  ubiC; chorismate lyase [EC:4.1.3.40],Cluster_2
1074,ko00001,09100 Metabolism,09108 Metabolism of cofactors and vitamins,00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:ko00130],K03184  ubiF; 3-demethoxyubiquinol 3-hydroxylase [EC:1.14.99.60],Cluster_2
1075,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03012 Translation factors [BR:ko03012],"K03235  EF3, TEF3; elongation factor 3",Cluster_2
1076,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03012 Translation factors [BR:ko03012],K03246  EIF3I; translation initiation factor 3 subunit I,Cluster_2
1077,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03019 Messenger RNA biogenesis [BR:ko03019],K03257  EIF4A; translation initiation factor 4A,Cluster_2
1078,ko00001,09180 Brite Hierarchies,09182 Protein families: genetic information processing,03012 Translation factors [BR:ko03012],K03257  EIF4A; translation initiation factor 4A,Cluster_2
1079,ko00001,09180 Brite Hierarchies,09183 Protein families: signaling and cellular processes,04147 Exosome [BR:ko04147],K03257  EIF4A; translation initiation factor 4A,Cluster_2
1080,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04066 HIF-1 signaling pathway [PATH:ko04066],K03259  EIF4E; translation initiation factor 4E,Cluster_2
1081,ko00001,09130 Environmental Information Processing,09132 Signal transduction,04151 PI3K-Akt signaling pathway [PATH:ko04151],K03259  EIF4E; translation initiation factor 4E,Cluster_2
